old_path,new_path,confidence,rule_applied,notes,requires_review
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_27/27_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-27-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_27/27_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-27-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_18/18_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-18-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_18/18_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-18-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_110/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-110-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_110/00_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-110-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_32/32_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-32-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_32/32_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-32-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_101/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-101-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_101/00_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-101-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_22/22_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-22-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_22/22_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-22-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_00_IDX_LC01_K05_SE__k05-ata-06-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SE-se-systems-engineering/KNOTS/K05_model-fidelity-verification-credit/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_GEN_LC01_K05_SE__k05-ata-06-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-data-governance-ssot-schemas-identifiers_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/00_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-data-governance-ssot-schemas-identifiers_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-integration-boundaries-and-icds_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/00_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-integration-boundaries-and-icds_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K10_industrialization-supplychain-quality/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_CM__k10-industrialization-supplychain-quality_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K10_industrialization-supplychain-quality/00_AMPEL360_SPACET_PLUS_GEN_LC01_K10_CM__k10-industrialization-supplychain-quality_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K08_dpp-sbom-provenance-scope/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K08_CM__k08-dpp-sbom-provenance-scope_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K08_dpp-sbom-provenance-scope/00_AMPEL360_SPACET_PLUS_GEN_LC01_K08_CM__k08-dpp-sbom-provenance-scope_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K01_certification-authority-basis/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K01_CM__k01-certification-authority-basis_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K01_certification-authority-basis/00_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CM__k01-certification-authority-basis_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_107/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-107-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_107/00_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-107-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_90/90_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-90-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_90/90_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-90-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_00/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-00-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_00/00_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-00-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_94/94_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-94-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_94/94_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-94-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_109/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-109-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_109/00_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-109-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_91/91_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-91-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_91/91_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-91-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_46/46_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-46-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_46/46_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-46-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_45/45_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-45-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_45/45_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-45-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_99/99_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-99-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_99/99_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-99-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_93/93_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-93-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_93/93_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-93-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_101/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-101-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_101/00_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-101-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_31/31_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-31-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_31/31_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-31-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_95/95_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-95-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_95/95_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-95-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_00_TRC_LC01_K06_CM__ssot-traceability_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__ssot-traceability_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_GEN_90_TAB_SB90_K06_CM__dimensional-exports_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_GEN_GEN_SB90_K06_CM__dimensional-exports_TAB_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_00_IDX_LC01_K06_CM__k06-ata-06-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__k06-ata-06-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_GEN_90_SCH_SB90_K06_CM__dimensional-data-schema_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_GEN_GEN_SB90_K06_CM__dimensional-data-schema_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_00_PLAN_LC01_K06_CM__ssot-implementation-plan_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__ssot-implementation-plan_PLAN_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_00_RPT_LC01_K06_CM__baseline-release-manifest_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__baseline-release-manifest_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_00_CAT_LC01_K06_CM__identifier-registry_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_PLUS_GEN_LC01_K06_CM__identifier-registry_CAT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_GEN_90_SCH_SB90_K06_CM__dimensional-data-schema_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K06_data-governance-ssot-schemas-identifiers/ATA_TASKS/ATA_06/06_AMPEL360_SPACET_GEN_GEN_SB90_K06_CM__dimensional-data-schema_SCH_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_71/71_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-71-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_71/71_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-71-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_00/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-00-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_00/00_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-00-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_111/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-111-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_111/00_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-111-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_23/23_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-23-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_23/23_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-23-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_46/46_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-46-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_46/46_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-46-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_42/42_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-42-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_42/42_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-42-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_83/83_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-83-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_83/83_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-83-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_73/73_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-73-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_73/73_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-73-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_24/24_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-24-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_24/24_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-24-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_27/27_AMPEL360_SPACET_PLUS_00_IDX_LC01_K04_CM__k04-ata-27-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CM-cm-configuration-management/KNOTS/K04_integration-boundaries-and-icds/ATA_TASKS/ATA_27/27_AMPEL360_SPACET_PLUS_GEN_LC01_K04_CM__k04-ata-27-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
