old_path,new_path,confidence,rule_applied,notes,requires_review
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/EVIDENCE/96_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-96-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/EVIDENCE/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/EVIDENCE/96_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-96-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/EVIDENCE/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/MONITORING/96_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-96-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/MONITORING/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/MONITORING/96_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-96-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/MONITORING/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/LINKS/96_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-96-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/LINKS/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/LINKS/96_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-96-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/LINKS/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-96-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-96-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-96-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-96-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_96_AI-GOVERNANCE/TASKS/96_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-96-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/DECISIONS/28_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-28-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/DECISIONS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/EVIDENCE/28_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-28-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/EVIDENCE/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/EVIDENCE/28_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-28-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/EVIDENCE/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/EVIDENCE/28_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-28-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/EVIDENCE/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/MONITORING/28_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-28-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/MONITORING/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/MONITORING/28_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-28-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/MONITORING/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/LINKS/28_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-28-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/LINKS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/LINKS/28_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-28-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/LINKS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-28-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-28-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-28-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-28-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_28_FUEL-PROPELLANT-SYSTEMS/TASKS/28_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-28-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/DECISIONS/02_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-02-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/DECISIONS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/EVIDENCE/02_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-02-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/EVIDENCE/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/EVIDENCE/02_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-02-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/EVIDENCE/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/EVIDENCE/02_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-02-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/EVIDENCE/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/MONITORING/02_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-02-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/MONITORING/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/MONITORING/02_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-02-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/MONITORING/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/LINKS/02_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-02-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/LINKS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/LINKS/02_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-02-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/LINKS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-02-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-02-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-02-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-02-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_02_OPERATIONS-ORGANIZATION/TASKS/02_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-02-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/DECISIONS/42_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-42-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/DECISIONS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/EVIDENCE/42_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-42-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/EVIDENCE/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/EVIDENCE/42_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-42-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/EVIDENCE/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/EVIDENCE/42_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-42-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/EVIDENCE/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
